"Card Name","Card Description","Labels","Members","Due Date","List Name"
"📝 NEW #64: rak penyimpanan barang dapur","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 21

📌 INFORMASI DASAR
Keyword Utama     : rak penyimpanan barang dapur
Search Volume     : 210/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-penyimpanan-barang-dapur
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak penyimpanan barang dapur""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak penyimpanan barang dapur""
SEARCH VOLUME: 210/bulan
URL TARGET: https://www.sesoris.com/blog/rak-penyimpanan-barang-dapur

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-05-28","Inbox"
"📝 NEW #65: rak penyimpanan barang di gudang","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 21

📌 INFORMASI DASAR
Keyword Utama     : rak penyimpanan barang di gudang
Search Volume     : 210/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-penyimpanan-barang-di-gudang
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak penyimpanan barang di gudang""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak penyimpanan barang di gudang""
SEARCH VOLUME: 210/bulan
URL TARGET: https://www.sesoris.com/blog/rak-penyimpanan-barang-di-gudang

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-05-29","Inbox"
"📝 NEW #66: rak penyimpanan barang tertutup","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 21

📌 INFORMASI DASAR
Keyword Utama     : rak penyimpanan barang tertutup
Search Volume     : 210/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-penyimpanan-barang-tertutup
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak penyimpanan barang tertutup""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak penyimpanan barang tertutup""
SEARCH VOLUME: 210/bulan
URL TARGET: https://www.sesoris.com/blog/rak-penyimpanan-barang-tertutup

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-05-30","Inbox"
"📝 NEW #67: storage box mini","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 21

📌 INFORMASI DASAR
Keyword Utama     : storage box mini
Search Volume     : 210/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/storage-box-mini
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""storage box mini""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""storage box mini""
SEARCH VOLUME: 210/bulan
URL TARGET: https://www.sesoris.com/blog/storage-box-mini

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-02","Inbox"
"📝 NEW #68: rak dinding dapur","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 21

📌 INFORMASI DASAR
Keyword Utama     : rak dinding dapur
Search Volume     : 210/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-dinding-dapur
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak dinding dapur""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak dinding dapur""
SEARCH VOLUME: 210/bulan
URL TARGET: https://www.sesoris.com/blog/rak-dinding-dapur

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-03","Inbox"
"📝 NEW #69: tempat penyimpanan obat","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 21

📌 INFORMASI DASAR
Keyword Utama     : tempat penyimpanan obat
Search Volume     : 210/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/tempat-penyimpanan-obat
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""tempat penyimpanan obat""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""tempat penyimpanan obat""
SEARCH VOLUME: 210/bulan
URL TARGET: https://www.sesoris.com/blog/tempat-penyimpanan-obat

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-04","Inbox"
"📝 NEW #70: storage box lipat","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 17

📌 INFORMASI DASAR
Keyword Utama     : storage box lipat
Search Volume     : 170/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/storage-box-lipat
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""storage box lipat""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""storage box lipat""
SEARCH VOLUME: 170/bulan
URL TARGET: https://www.sesoris.com/blog/storage-box-lipat

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-05","Inbox"
"📝 NEW #71: rak dapur besi","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 17

📌 INFORMASI DASAR
Keyword Utama     : rak dapur besi
Search Volume     : 170/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-dapur-besi
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak dapur besi""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak dapur besi""
SEARCH VOLUME: 170/bulan
URL TARGET: https://www.sesoris.com/blog/rak-dapur-besi

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-06","Inbox"
"📝 NEW #72: rak penyimpanan serbaguna","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 14

📌 INFORMASI DASAR
Keyword Utama     : rak penyimpanan serbaguna
Search Volume     : 140/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/rak-penyimpanan-serbaguna
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""rak penyimpanan serbaguna""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""rak penyimpanan serbaguna""
SEARCH VOLUME: 140/bulan
URL TARGET: https://www.sesoris.com/blog/rak-penyimpanan-serbaguna

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-08","Inbox"
"📝 NEW #73: storage box organizer","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 14

📌 INFORMASI DASAR
Keyword Utama     : storage box organizer
Search Volume     : 140/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/storage-box-organizer
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""storage box organizer""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""storage box organizer""
SEARCH VOLUME: 140/bulan
URL TARGET: https://www.sesoris.com/blog/storage-box-organizer

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-09","Inbox"
"📝 NEW #74: collapsible storage box","⏱️ DURASI: 1.5-2 jam
📊 PRIORITY: MEDIUM
📈 SCORE: 14

📌 INFORMASI DASAR
Keyword Utama     : collapsible storage box
Search Volume     : 140/bulan
Keyword Difficulty: 0/100
URL Target        : https://www.sesoris.com/blog/collapsible-storage-box
Data Source        : DataForSEO API (Maret 2026)

🎯 SEARCH INTENT: Informational
Fokus: konten informatif, comprehensive

🔑 KEYWORD STRATEGY
PRIMARY: ""collapsible storage box""

📝 AI PROMPT - COPY KE CLAUDE/GEMINI:

```
Kamu adalah Senior SEO Content Writer dengan pengalaman 15+ tahun. Buatkan artikel SEO-optimized:

KEYWORD UTAMA: ""collapsible storage box""
SEARCH VOLUME: 140/bulan
URL TARGET: https://www.sesoris.com/blog/collapsible-storage-box

TENTANG CLIENT:
• Nama: Sesoris
• Tagline: ""Hidup Lebih Teratur""
• Bisnis: E-commerce Home Organization & Lifestyle Products
• Produk: Organizer, Kitchen Storage, Bags, Tools, Office, Outdoor
• Website: https://www.sesoris.com

INSTRUKSI:
1. Riset TOP 3 kompetitor di Google untuk keyword ini
2. Word count: 1.800-2.500 kata
3. Struktur: H1, multiple H2/H3, FAQ minimal 5
4. Keyword di: Title, Meta, H1, 100 kata pertama, H2, kesimpulan
5. Internal link ke https://www.sesoris.com minimal 5
6. CTA ke Sesoris di kesimpulan
7. Bahasa Indonesia, tone: informatif & friendly
8. Sisipkan rekomendasi produk Sesoris yang relevan

OUTPUT:
1. Meta Title (50-60 char, keyword included)
2. Meta Description (150-160 char, dengan CTA)
3. Artikel lengkap dengan struktur heading
4. FAQ 5+ pertanyaan
5. Alt text untuk featured image
```

✅ CHECKLIST SEBELUM PUBLISH
☐ Keyword di title, meta, H1, 100 kata pertama
☐ Word count minimal 1.800 kata
☐ Internal link minimal 5
☐ FAQ minimal 5
☐ CTA ke Sesoris di kesimpulan
☐ Featured image dengan alt text
☐ Publish di website
☐ Submit URL ke GSC
","Content","","2026-06-10","Inbox"
